"customerid","days_since_purchase","recency_score","num_orders","frequency_score","customer_revenue","monetary_score"
"16044",435,1,"1",1,"340.84",2
"15818",588,1,"1",1,"340.50",2
"12900",422,1,"1",1,"340.33",2
"12698",590,1,"1",2,"339.75",2
"13737",200,2,"1",2,"339.60",2
"14203",397,2,"1",1,"339.34",2
"17697",236,2,"1",2,"338.95",2
"14630",484,1,"1",1,"338.65",2
"17833",723,1,"1",1,"338.46",2
"14799",51,4,"2",2,"338.15",2
"17296",730,1,"1",1,"338.13",2
"12869",681,1,"1",1,"337.67",2
"15942",133,3,"1",1,"337.44",2
"12780",598,1,"1",1,"337.40",2
"13930",57,4,"2",2,"337.34",2
"17973",51,4,"1",1,"337.04",2
"17488",641,1,"1",1,"336.50",2
"15619",10,5,"1",1,"336.40",2
"13482",232,2,"2",2,"336.09",2
"14196",106,3,"1",1,"335.52",2
"16063",260,2,"1",1,"335.32",2
"17917",45,4,"3",3,"335.03",2
"12489",336,2,"1",2,"334.93",2
"17821",406,2,"1",1,"334.62",2
"12350",310,2,"1",1,"334.40",2
"17607",376,2,"1",2,"333.81",2
"13216",267,2,"1",1,"333.74",2
"14241",183,3,"2",2,"333.70",2
"16234",476,1,"3",3,"333.18",2
"16006",211,2,"2",3,"332.82",2
"14137",695,1,"1",1,"332.70",2
"13904",37,4,"2",2,"332.64",2
"16850",333,2,"1",2,"332.41",2
"16803",65,3,"1",1,"332.30",2
"16452",630,1,"2",2,"332.17",2
"17647",65,3,"3",3,"331.66",2
"15512",155,3,"4",3,"331.58",2
"17435",411,1,"1",1,"331.35",2
"16030",309,2,"1",2,"331.24",2
"13981",415,1,"1",2,"331.14",2
"16478",25,4,"3",3,"331.00",2
"15878",561,1,"2",3,"330.77",2
"17776",386,2,"2",2,"330.56",2
"14517",33,4,"2",2,"330.45",2
"12807",383,2,"1",1,"330.35",2
"13010",374,2,"2",2,"330.12",2
"15130",169,3,"1",2,"330.11",2
"12850",445,1,"1",1,"330.00",2
"18186",722,1,"1",1,"329.58",2
"17518",425,1,"2",2,"329.42",2
"17914",3,5,"1",1,"329.36",2
"17154",75,3,"1",1,"329.34",2
"15153",31,4,"1",2,"329.25",2
"15979",602,1,"1",1,"329.22",2
"15880",369,2,"1",2,"329.03",2
"16286",477,1,"2",2,"328.95",2
"14012",277,2,"1",1,"328.80",2
"16855",23,4,"2",2,"328.40",2
"15213",318,2,"2",2,"328.35",2
"14747",249,2,"1",1,"328.20",2
"16318",35,4,"1",1,"328.15",2
"15709",283,2,"2",3,"327.85",2
"17196",427,1,"1",1,"327.75",2
"15735",421,1,"1",1,"327.68",2
"13498",730,1,"1",1,"327.38",2
"16322",1,5,"2",2,"326.75",2
"12460",456,1,"1",1,"326.65",2
"13646",399,2,"2",2,"326.25",2
"18047",381,2,"2",2,"326.09",2
"17439",655,1,"1",1,"325.74",2
"12804",465,1,"2",2,"325.37",2
"13661",603,1,"1",2,"325.24",2
"15670",296,2,"2",3,"325.20",2
"13801",66,3,"1",2,"324.80",2
"15982",605,1,"1",1,"324.51",2
"12946",436,1,"1",1,"324.45",2
"18261",43,4,"2",2,"324.24",2
"16685",61,3,"2",3,"324.24",2
"13834",576,1,"2",2,"324.19",2
"17440",156,3,"4",3,"323.58",2
"13025",731,1,"1",1,"323.39",2
"16195",723,1,"1",2,"323.25",2
"14263",423,1,"1",1,"322.93",2
"16627",79,3,"1",1,"322.80",2
"14832",630,1,"1",1,"322.69",2
"16342",75,3,"4",4,"322.41",2
"14424",17,5,"1",1,"322.08",2
"15726",390,2,"1",1,"321.91",2
"18090",421,1,"1",1,"321.90",2
"13111",718,1,"1",1,"321.88",2
"17976",372,2,"1",1,"321.79",2
"17471",474,1,"1",1,"321.65",2
"14070",684,1,"1",1,"321.60",2
"15770",612,1,"1",1,"321.45",2
"14823",180,3,"3",3,"321.43",2
"17182",422,1,"2",2,"321.30",2
"15869",277,2,"3",3,"321.11",2
"15236",298,2,"1",1,"321.05",2
"15432",23,4,"2",3,"320.76",2
"14622",184,3,"1",1,"320.58",2
"13986",17,5,"1",2,"320.46",2
"17843",303,2,"2",2,"320.40",2
"17309",95,3,"3",3,"320.39",2
"16683",533,1,"1",1,"320.25",2
"13942",534,1,"1",2,"320.00",2
"13843",381,2,"1",2,"319.75",2
"16436",668,1,"3",3,"319.14",2
"16967",189,2,"1",2,"319.02",2
"17229",96,3,"2",2,"318.76",2
"16273",648,1,"2",2,"318.34",2
"15682",599,1,"2",3,"318.24",2
"14703",14,5,"1",1,"318.17",2
"17839",42,4,"1",1,"318.15",2
"18253",642,1,"1",2,"317.88",2
"17267",127,3,"2",2,"317.20",2
"15616",438,1,"1",1,"317.11",2
"17689",388,2,"2",2,"317.08",2
"16761",96,3,"1",1,"316.62",2
"15204",357,2,"1",2,"316.58",2
"12529",528,1,"1",1,"316.48",2
"13494",311,2,"1",1,"316.26",2
"17408",163,3,"3",3,"316.09",2
"18117",25,4,"1",1,"315.65",2
"12614",277,2,"1",1,"315.60",2
"15042",199,2,"2",2,"315.45",2
"16091",154,3,"2",3,"315.06",2
"17121",402,2,"1",1,"314.74",2
"14991",430,1,"1",2,"314.67",2
"18206",553,1,"1",1,"314.66",2
"12650",3,5,"1",2,"314.44",2
"18070",669,1,"1",1,"314.10",2
"15873",499,1,"4",3,"313.92",2
"15196",432,1,"2",2,"313.70",2
"13087",726,1,"1",1,"313.64",2
"16582",113,3,"1",1,"313.62",2
"12665",324,2,"3",3,"313.60",2
"13845",64,3,"1",2,"312.98",2
"15162",731,1,"1",2,"312.90",2
"13905",732,1,"1",2,"312.65",2
"15318",3,5,"1",1,"312.62",2
"13226",273,2,"2",2,"312.46",2
"12834",282,2,"1",1,"312.38",2
"17326",408,2,"2",2,"312.35",2
"14094",439,1,"1",1,"311.77",2
"14951",79,3,"1",2,"311.69",2
"12852",294,2,"1",1,"311.55",2
"13990",213,2,"1",1,"311.30",2
"15724",201,2,"3",3,"310.85",2
"13400",582,1,"1",1,"310.83",2
"16328",563,1,"1",1,"310.83",2
"13847",719,1,"1",2,"310.72",2
"16439",722,1,"1",1,"310.70",2
"15185",70,3,"1",2,"310.62",2
"14848",404,2,"1",1,"310.56",2
"15308",274,2,"1",1,"310.47",2
"15188",725,1,"1",2,"310.43",2
"13315",689,1,"1",1,"310.26",2
"14749",479,1,"1",1,"310.15",2
"13628",676,1,"1",2,"310.14",2
"17181",57,4,"3",3,"309.85",2
"15699",17,5,"1",1,"309.65",2
"16373",382,2,"2",2,"309.49",2
"12884",88,3,"1",1,"309.05",2
"15010",35,4,"1",2,"308.94",2
"16956",17,5,"1",2,"308.74",2
"16194",375,2,"1",2,"308.60",2
"14181",410,1,"2",2,"308.35",2
"13369",365,2,"1",1,"308.28",2
"14927",396,2,"1",2,"308.20",2
"15302",730,1,"1",1,"308.00",2
"13289",723,1,"1",1,"307.95",2
"15778",431,1,"1",1,"307.95",2
"16123",51,4,"1",2,"307.78",2
"13529",78,3,"2",2,"307.76",2
"14777",403,2,"1",1,"307.56",2
"13060",253,2,"1",1,"307.53",2
"17120",233,2,"1",1,"307.46",2
"13932",294,2,"1",2,"307.40",2
"15374",128,3,"2",3,"307.32",2
"14783",659,1,"1",1,"307.30",2
"17721",659,1,"1",2,"307.21",2
"13036",684,1,"1",1,"307.10",2
"13142",19,5,"1",1,"307.09",2
"15087",281,2,"1",2,"306.94",2
"13660",400,2,"1",2,"306.64",2
"16649",520,1,"1",1,"306.58",2
"13718",246,2,"2",2,"306.55",2
"18059",23,4,"3",3,"306.46",2
"16524",446,1,"2",3,"306.19",2
"17077",578,1,"1",1,"306.00",2
"15454",362,2,"2",3,"305.99",2
"15135",239,2,"2",2,"305.68",2
"16796",89,3,"1",1,"305.62",2
"16181",73,3,"1",2,"305.54",2
"15893",481,1,"1",2,"305.28",2
"13383",543,1,"1",1,"305.28",2
"15163",18,5,"2",2,"304.47",2
"18185",249,2,"1",1,"304.25",2
"16217",235,2,"2",2,"304.25",2
"16674",54,4,"2",3,"304.24",2
"17688",393,2,"1",2,"304.20",2
"14990",612,1,"2",2,"304.17",2
"17383",4,5,"2",2,"304.09",2
"16489",380,2,"2",3,"303.70",2
"14791",606,1,"1",1,"303.63",2
"14806",75,3,"2",2,"303.43",2
"18255",89,3,"2",2,"303.15",2
"16425",302,2,"1",2,"302.70",2
"14043",491,1,"2",2,"302.60",2
"18165",177,3,"1",2,"302.46",2
"17339",94,3,"3",3,"302.36",2
"17506",75,3,"1",1,"302.20",2
"15054",12,5,"2",2,"302.10",2
"15242",422,1,"1",1,"302.04",2
"16297",268,2,"1",1,"301.90",2
"13773",396,2,"2",2,"301.54",2
"15667",39,4,"1",1,"301.32",2
"15148",10,5,"1",2,"301.29",2
"13625",596,1,"1",2,"301.26",2
"16437",381,2,"2",2,"301.25",2
"12351",375,2,"1",1,"300.93",2
"16479",10,5,"2",3,"300.83",2
"16050",173,3,"3",3,"300.70",2
"17556",205,2,"2",2,"300.67",2
"17793",25,4,"1",1,"300.34",2
"14797",507,1,"1",1,"300.31",2
"17991",225,2,"3",3,"300.30",2
"17766",381,2,"2",2,"299.61",2
"12864",138,3,"2",2,"299.57",2
"13346",462,1,"6",4,"299.40",2
"17898",85,3,"4",3,"299.18",2
"13667",149,3,"1",2,"299.05",2
"12595",504,1,"1",1,"299.02",2
"15609",184,3,"1",1,"298.48",2
"17824",51,4,"1",1,"298.40",2
"12881",275,2,"1",1,"298.00",2
"18018",108,3,"4",4,"297.99",2
"16583",373,2,"2",3,"297.95",2
"14835",528,1,"2",2,"297.00",2
"17627",478,1,"1",2,"296.36",2
"13751",288,2,"1",2,"296.25",2
"12898",463,1,"2",2,"296.21",2
"13504",64,3,"1",1,"295.93",2
"14269",439,1,"1",1,"295.73",2
"14614",386,2,"1",1,"295.13",2
"16252",382,2,"1",1,"295.09",2
"16579",425,1,"1",2,"295.05",2
"17057",596,1,"1",1,"294.74",2
"17301",21,4,"2",2,"294.39",2
"15060",8,5,"4",3,"294.25",2
"17124",185,3,"1",1,"294.24",2
"17927",721,1,"1",1,"294.00",2
"15718",540,1,"1",1,"293.79",2
"14192",388,2,"1",1,"293.74",2
"15928",656,1,"1",1,"293.53",2
"17710",423,1,"1",2,"293.50",2
"16402",264,2,"2",2,"293.45",2
"17441",732,1,"1",1,"293.35",2
"17207",652,1,"1",1,"292.62",2
"16721",262,2,"1",1,"292.47",2
"16543",591,1,"1",2,"292.21",2
"13739",18,5,"2",2,"292.20",2
"14985",198,2,"2",2,"292.01",2
"13449",23,4,"1",1,"291.88",2
"17907",640,1,"1",1,"291.76",2
"17882",379,2,"2",2,"291.56",2
"16615",626,1,"1",1,"291.50",2
"18182",463,1,"1",1,"291.13",2
"17551",359,2,"1",2,"290.34",2
"15391",584,1,"1",1,"289.87",2
"16897",299,2,"2",2,"289.78",2
"13796",499,1,"1",2,"289.70",2
"15962",449,1,"1",1,"289.48",2
"15041",170,3,"2",2,"289.40",2
"14162",173,3,"2",2,"289.36",2
"15545",54,4,"2",3,"288.97",2
"17501",220,2,"2",2,"288.60",2
"16808",99,3,"2",3,"288.42",2
"16432",64,3,"1",1,"287.40",2
"17497",390,2,"2",2,"287.25",2
"13508",243,2,"2",2,"287.05",2
"14660",86,3,"2",2,"285.74",2
"14402",652,1,"1",1,"285.60",2
"17636",19,4,"1",2,"285.56",2
"16890",476,1,"3",3,"285.41",2
"13708",271,2,"1",2,"285.33",1
"12487",730,1,"1",2,"285.30",1
"16429",106,3,"1",1,"284.55",1
"15445",264,2,"2",3,"284.50",1
"17359",11,5,"2",2,"284.46",1
"15354",603,1,"3",3,"284.40",1
"13616",568,1,"2",2,"283.85",1
"15662",661,1,"2",3,"283.73",1
"13121",269,2,"1",1,"283.73",1
"13909",423,1,"2",2,"282.85",1
"15936",379,2,"2",3,"282.79",1
"13511",676,1,"1",1,"282.76",1
"12771",485,1,"1",1,"282.30",1
"16557",24,4,"2",3,"281.85",1
"13326",432,1,"1",1,"281.76",1
"13679",493,1,"3",3,"281.26",1
"18042",53,4,"2",2,"281.15",1
"15772",418,1,"1",1,"280.88",1
"12851",96,3,"2",2,"280.76",1
"13080",179,3,"4",3,"280.73",1
"14433",465,1,"1",1,"280.70",1
"14242",234,2,"2",2,"280.55",1
"13581",309,2,"2",2,"280.53",1
"17247",15,5,"1",1,"280.09",1
"15556",24,4,"1",1,"279.77",1
"14183",411,1,"2",2,"278.34",1
"14764",46,4,"1",1,"278.30",1
"14303",407,2,"2",2,"277.94",1
"15338",677,1,"1",1,"277.93",1
"15355",29,4,"2",3,"277.05",1
"13606",29,4,"3",3,"276.75",1
"13272",31,4,"2",2,"276.56",1
"12750",128,3,"1",1,"275.88",1
"13399",464,1,"3",3,"275.40",1
"16313",3,5,"2",2,"274.15",1
"17072",625,1,"1",1,"273.35",1
"12789",65,3,"3",3,"273.35",1
"13307",120,3,"3",3,"273.34",1
"17355",386,2,"1",1,"273.31",1
"13861",429,1,"2",2,"273.26",1
"17498",75,3,"1",1,"272.22",1
"13917",49,4,"2",2,"272.04",1
"14816",197,2,"1",1,"271.85",1
"17292",472,1,"2",2,"271.75",1
"14436",98,3,"2",2,"271.70",1
"13058",24,4,"3",3,"271.40",1
"15943",649,1,"2",3,"271.29",1
"17278",241,2,"2",2,"271.24",1
"18238",515,1,"1",1,"270.92",1
"14520",1,5,"2",2,"270.60",1
"16757",318,2,"2",3,"270.48",1
"12558",7,5,"1",1,"269.96",1
"18267",672,1,"1",1,"269.37",1
"15964",663,1,"1",1,"269.21",1
"13533",182,3,"3",3,"269.09",1
"17264",424,1,"1",1,"268.28",1
"12751",444,1,"1",1,"268.27",1
"18254",581,1,"1",2,"267.90",1
"14039",33,4,"2",2,"267.28",1
"15408",264,2,"1",1,"267.18",1
"15320",44,4,"1",1,"267.13",1
"15517",233,2,"1",1,"267.03",1
"15423",38,4,"3",3,"266.89",1
"17786",85,3,"2",2,"266.85",1
"14863",29,4,"1",1,"266.76",1
"13837",211,2,"2",2,"266.59",1
"14392",432,1,"1",1,"266.40",1
"15119",245,2,"1",2,"266.40",1
"12962",7,5,"2",2,"266.39",1
"13973",287,2,"1",2,"264.70",1
"16334",492,1,"1",1,"263.73",1
"13128",631,1,"1",1,"263.50",1
"16089",386,2,"2",3,"263.49",1
"12892",396,2,"1",1,"263.38",1
"17808",548,1,"4",4,"262.64",1
"13331",401,2,"1",1,"262.40",1
"17910",726,1,"1",1,"261.70",1
"14957",253,2,"2",2,"261.69",1
"12655",423,1,"1",2,"261.35",1
"13189",18,5,"2",2,"260.68",1
"17901",29,4,"3",3,"260.08",1
"17022",31,4,"2",2,"260.00",1
"16733",529,1,"1",1,"259.68",1
"13127",77,3,"1",1,"259.17",1
"17558",393,2,"1",2,"259.17",1
"17219",31,4,"2",2,"259.13",1
"15536",409,2,"1",1,"259.09",1
"14526",389,2,"1",1,"258.65",1
"13683",457,1,"1",2,"258.60",1
"16502",620,1,"2",3,"258.55",1
"15894",253,2,"2",3,"258.25",1
"13227",201,2,"1",1,"257.70",1
"15014",43,4,"2",2,"257.67",1
"16542",53,4,"2",3,"257.32",1
"15503",362,2,"2",3,"257.30",1
"15852",186,3,"3",3,"257.26",1
"14483",281,2,"2",2,"257.10",1
"15404",375,2,"1",1,"257.06",1
"14876",521,1,"2",2,"256.70",1
"14274",686,1,"1",1,"256.60",1
"12430",43,4,"1",2,"256.40",1
"13806",63,3,"1",2,"256.38",1
"17896",23,4,"1",1,"256.32",1
"17385",14,5,"1",1,"256.11",1
"13825",621,1,"2",2,"255.59",1
"14881",19,4,"1",1,"255.40",1
"16911",635,1,"2",2,"255.25",1
"12746",540,1,"1",1,"254.55",1
"12604",79,3,"2",2,"254.18",1
"14765",29,4,"3",3,"254.11",1
"17626",602,1,"1",2,"254.00",1
"16845",618,1,"1",1,"253.88",1
"13250",460,1,"2",2,"253.09",1
"17992",389,2,"1",1,"252.88",1
"15019",266,2,"1",2,"252.81",1
"15035",89,3,"1",2,"252.73",1
"13251",402,2,"1",1,"252.68",1
"16908",722,1,"1",2,"252.59",1
"15552",217,2,"2",3,"252.52",1
"16074",390,2,"1",2,"252.50",1
"13404",1,5,"2",2,"252.49",1
"13645",120,3,"1",2,"252.10",1
"17210",392,2,"1",1,"251.72",1
"16453",530,1,"2",2,"251.71",1
"16976",267,2,"1",2,"251.52",1
"14501",183,3,"2",2,"251.21",1
"14166",505,1,"2",2,"251.15",1
"18266",434,1,"1",1,"251.10",1
"16962",409,2,"1",2,"251.04",1
"15231",621,1,"1",1,"250.26",1
"17303",361,2,"1",1,"250.04",1
"15510",330,2,"1",1,"250.00",1
"16893",366,2,"2",2,"249.89",1
"12563",408,2,"1",2,"249.24",1
"13061",72,3,"1",1,"248.61",1
"13592",35,4,"4",3,"247.96",1
"16381",395,2,"2",2,"247.85",1
"15293",665,1,"1",1,"247.50",1
"18072",185,3,"1",1,"247.44",1
"13349",10,5,"1",1,"247.32",1
"14658",5,5,"2",2,"247.15",1
"14654",738,1,"1",1,"246.86",1
"15697",689,1,"1",1,"246.75",1
"13943",577,1,"1",2,"246.54",1
"15378",462,1,"2",3,"246.50",1
"15495",379,2,"1",1,"246.50",1
"15783",10,5,"1",1,"246.30",1
"18153",659,1,"1",2,"246.22",1
"16778",74,3,"2",3,"245.94",1
"14325",569,1,"1",1,"245.48",1
"14281",408,2,"1",1,"245.15",1
"12660",11,5,"1",2,"245.10",1
"15118",134,3,"1",2,"244.80",1
"15884",432,1,"2",3,"244.60",1
"16528",3,5,"1",1,"244.41",1
"18002",375,2,"4",4,"244.37",1
"14694",617,1,"1",1,"244.31",1
"13551",319,2,"2",2,"244.20",1
"17892",56,4,"3",3,"244.10",1
"17925",372,2,"1",1,"244.08",1
"13676",539,1,"2",2,"243.90",1
"16793",57,4,"1",1,"243.84",1
"13886",71,3,"1",2,"243.56",1
"16215",80,3,"1",1,"242.35",1
"15543",288,2,"2",3,"242.26",1
"17009",551,1,"1",2,"242.06",1
"13445",626,1,"1",1,"241.90",1
"13582",389,2,"2",2,"241.68",1
"15776",133,3,"1",1,"241.62",1
"14774",528,1,"1",1,"241.45",1
"14523",108,3,"1",1,"241.09",1
"16427",263,2,"2",2,"241.06",1
"16508",630,1,"1",1,"240.95",1
"13674",432,1,"1",2,"240.68",1
"15286",49,4,"1",1,"240.55",1
"15336",401,2,"1",1,"240.50",1
"15931",428,1,"1",1,"239.90",1
"15690",4,5,"2",3,"239.76",1
"13570",243,2,"1",2,"239.49",1
"13789",388,2,"1",2,"239.46",1
"17684",43,4,"1",2,"239.41",1
"12663",624,1,"2",2,"239.40",1
"17981",410,1,"1",1,"239.12",1
"13275",383,2,"2",2,"238.86",1
"12561",302,2,"1",1,"238.85",1
"12718",71,3,"1",2,"238.25",1
"16280",725,1,"1",1,"238.05",1
"14982",572,1,"1",2,"237.78",1
"17877",170,3,"1",1,"237.61",1
"14586",276,2,"1",1,"237.36",1
"15457",262,2,"1",1,"237.07",1
"12732",179,3,"1",2,"236.26",1
"13088",417,1,"1",1,"236.11",1
"16026",43,4,"1",1,"236.09",1
"17093",592,1,"1",1,"235.88",1
"17872",381,2,"1",1,"235.87",1
"16046",562,1,"1",1,"235.78",1
"12392",591,1,"1",1,"234.75",1
"13114",730,1,"1",1,"234.38",1
"14473",74,3,"2",2,"234.34",1
"17060",266,2,"1",1,"234.24",1
"12736",332,2,"1",2,"234.00",1
"13009",672,1,"1",1,"234.00",1
"13348",64,3,"1",1,"233.76",1
"14153",483,1,"1",1,"233.40",1
"15294",410,2,"1",1,"233.35",1
"13129",452,1,"2",2,"233.25",1
"16302",126,3,"1",1,"233.22",1
"17055",445,1,"1",1,"232.85",1
"13678",151,3,"1",2,"232.60",1
"18213",236,2,"1",2,"232.48",1
"13608",540,1,"1",2,"232.05",1
"14995",38,4,"2",2,"231.98",1
"16408",591,1,"1",2,"231.93",1
"17151",735,1,"1",1,"231.90",1
"17136",662,1,"1",1,"231.68",1
"18279",519,1,"1",2,"231.34",1
"15487",679,1,"1",1,"231.32",1
"18030",4,5,"2",2,"230.65",1
"17125",50,4,"1",1,"230.50",1
"13960",21,4,"2",2,"230.22",1
"18197",575,1,"1",1,"230.10",1
"14314",106,3,"2",2,"229.80",1
"14017",571,1,"1",1,"229.75",1
"12812",44,4,"1",1,"229.64",1
"13403",17,5,"3",3,"229.50",1
"17185",591,1,"3",3,"229.46",1
"15528",254,2,"1",1,"229.33",1
"17743",448,1,"1",2,"229.20",1
"17347",86,3,"1",1,"228.96",1
"15273",599,1,"1",1,"228.96",1
"13146",26,4,"1",1,"228.91",1
"17066",726,1,"1",1,"228.34",1
"14458",380,2,"1",1,"228.07",1
"16760",430,1,"1",1,"228.00",1
"15566",392,2,"2",3,"227.87",1
"14363",402,2,"2",2,"227.47",1
"17868",386,2,"1",1,"227.15",1
"16740",395,2,"1",1,"226.91",1
"15451",434,1,"2",3,"226.86",1
"13651",35,4,"3",3,"226.85",1
"18005",3,5,"2",2,"226.47",1
"14718",410,2,"1",1,"226.42",1
"17993",617,1,"1",1,"225.99",1
"14069",514,1,"2",2,"225.81",1
"17915",551,1,"1",1,"225.78",1
"16622",543,1,"1",1,"225.40",1
"16587",232,2,"1",1,"225.15",1
"14357",43,4,"1",1,"225.12",1
"13619",544,1,"2",2,"224.94",1
"16346",385,2,"1",1,"224.51",1
"15175",71,3,"1",2,"224.14",1
"12914",400,2,"1",1,"223.98",1
"16753",58,4,"1",1,"223.92",1
"14928",627,1,"1",2,"223.91",1
"16562",476,1,"1",2,"223.86",1
"13926",23,4,"1",2,"223.85",1
"17967",371,2,"2",2,"223.42",1
"18131",631,1,"1",2,"222.96",1
"12887",383,2,"1",1,"222.40",1
"14596",626,1,"1",1,"222.22",1
"15788",508,1,"1",1,"221.83",1
"14445",455,1,"1",1,"221.65",1
"17261",509,1,"1",1,"221.59",1
"17087",737,1,"1",1,"221.53",1
"14960",8,5,"2",2,"221.27",1
"13419",63,3,"1",1,"221.06",1
"12821",214,2,"2",2,"220.80",1
"16482",15,5,"1",2,"220.62",1
"13033",357,2,"2",2,"220.55",1
"18132",504,1,"1",2,"220.13",1
"18114",290,2,"1",1,"220.10",1
"13454",641,1,"1",1,"219.87",1
"13992",30,4,"3",3,"219.50",1
"14074",623,1,"1",1,"219.40",1
"15096",42,4,"1",2,"219.39",1
"12799",529,1,"1",1,"219.35",1
"12702",19,4,"1",2,"219.00",1
"15790",10,5,"1",1,"218.75",1
"15086",564,1,"2",2,"218.53",1
"12574",315,2,"1",1,"218.45",1
"15591",582,1,"3",3,"217.90",1
"16035",560,1,"1",2,"217.73",1
"16666",19,4,"2",3,"217.71",1
"15554",277,2,"1",1,"217.20",1
"13423",428,1,"1",1,"217.03",1
"15401",452,1,"2",3,"216.95",1
"18021",509,1,"2",2,"216.41",1
"17902",546,1,"1",1,"216.40",1
"15604",52,4,"1",1,"216.39",1
"13858",57,4,"1",2,"216.17",1
"16179",60,3,"1",2,"215.83",1
"16189",15,5,"2",2,"215.48",1
"14376",683,1,"1",1,"215.46",1
"14635",453,1,"1",1,"215.22",1
"18007",392,2,"1",1,"215.22",1
"14106",737,1,"1",1,"214.80",1
"16338",157,3,"1",1,"214.80",1
"14361",578,1,"1",1,"214.71",1
"17619",312,2,"1",2,"214.37",1
"15460",354,2,"1",1,"214.26",1
"14271",225,2,"2",2,"214.18",1
"14601",10,5,"1",1,"213.96",1
"18157",571,1,"1",2,"213.90",1
"13621",116,3,"1",2,"213.85",1
"17153",24,4,"1",1,"213.78",1
"13411",107,3,"1",1,"213.55",1
"16591",68,3,"1",1,"213.50",1
"13724",637,1,"1",2,"213.01",1
"13691",396,2,"1",2,"212.78",1
"12961",379,2,"1",1,"211.99",1
"12470",689,1,"1",1,"211.95",1
"15866",101,3,"1",2,"211.89",1
"14843",436,1,"1",1,"211.80",1
"15703",264,2,"1",1,"211.50",1
"13271",37,4,"1",1,"211.49",1
"12995",85,3,"1",1,"211.32",1
"15490",430,1,"1",1,"210.85",1
"14992",442,1,"1",2,"210.50",1
"13532",33,4,"1",1,"210.31",1
"17217",234,2,"2",2,"210.10",1
"16874",379,2,"1",2,"209.89",1
"17484",576,1,"2",2,"209.57",1
"13828",22,4,"1",2,"209.49",1
"13056",551,1,"1",1,"209.48",1
"14003",732,1,"1",1,"209.41",1
"16487",577,1,"2",3,"209.40",1
"15112",611,1,"1",2,"209.40",1
"17855",372,2,"1",1,"208.97",1
"15327",52,4,"1",1,"208.75",1
"13290",438,1,"1",1,"208.63",1
"15741",458,1,"2",3,"208.62",1
"15897",194,2,"2",3,"208.59",1
"16457",218,2,"1",2,"208.36",1
"15212",241,2,"2",2,"208.28",1
"12848",675,1,"1",1,"208.00",1
"16964",733,1,"2",2,"207.85",1
"16866",140,3,"3",3,"207.74",1
"15052",319,2,"1",2,"207.73",1
"16752",372,2,"1",1,"207.50",1
"13099",99,3,"1",1,"207.36",1
"17989",379,2,"1",1,"207.33",1
"15925",194,2,"1",1,"207.15",1
"15295",654,1,"1",1,"207.04",1
"15820",319,2,"1",2,"206.98",1
"17166",38,4,"2",2,"206.34",1
"14964",247,2,"1",2,"206.21",1
"15914",378,2,"2",3,"205.99",1
"14278",409,2,"1",1,"205.83",1
"16540",414,1,"1",1,"205.75",1
"17670",227,2,"1",2,"205.70",1
"16490",436,1,"1",1,"205.41",1
"14602",656,1,"1",1,"205.36",1
"15307",95,3,"1",1,"205.30",1
"12400",414,1,"1",1,"205.25",1
"15758",24,4,"1",1,"205.25",1
"15319",283,2,"1",1,"204.50",1
"17271",736,1,"1",1,"204.30",1
"16901",729,1,"1",2,"204.26",1
"17206",53,4,"1",1,"204.24",1
"14468",733,1,"1",1,"204.24",1
"13017",7,5,"1",1,"204.00",1
"17394",219,2,"1",1,"203.87",1
"17891",162,3,"1",1,"203.86",1
"14519",683,1,"2",2,"203.14",1
"17074",562,1,"1",1,"203.05",1
"15459",417,1,"2",3,"202.83",1
"15558",639,1,"1",1,"202.68",1
"18169",60,3,"1",2,"202.65",1
"12416",656,1,"1",2,"202.56",1
"14892",690,1,"1",1,"202.35",1
"14385",9,5,"3",3,"202.11",1
"13284",330,2,"1",1,"201.19",1
"16965",226,2,"1",2,"201.19",1
"18281",180,3,"2",2,"201.14",1
"18126",60,3,"1",2,"200.92",1
"13556",429,1,"2",2,"200.82",1
"14330",623,1,"1",1,"200.63",1
"17693",137,3,"1",2,"200.47",1
"13133",273,2,"3",3,"200.45",1
"13944",653,1,"1",2,"200.43",1
"14782",319,2,"1",1,"200.10",1
"15593",70,3,"1",1,"199.80",1
"13322",17,5,"1",1,"199.48",1
"14521",491,1,"1",1,"199.45",1
"15001",394,2,"2",2,"199.11",1
"15020",379,2,"1",2,"198.47",1
"17184",569,1,"2",2,"198.41",1
"12581",39,4,"1",1,"197.71",1
"17778",661,1,"1",1,"197.70",1
"14185",331,2,"1",1,"197.65",1
"14789",28,4,"1",1,"197.64",1
"17112",502,1,"1",1,"197.57",1
"12927",394,2,"1",1,"197.31",1
"15234",276,2,"1",1,"197.00",1
"13436",1,5,"1",1,"196.89",1
"15746",134,3,"1",1,"196.88",1
"13978",14,5,"2",2,"196.79",1
"16937",499,1,"1",2,"196.25",1
"16112",143,3,"4",4,"195.74",1
"13757",674,1,"1",2,"195.55",1
"17010",18,5,"1",2,"195.36",1
"14666",24,4,"1",1,"195.25",1
"15612",36,4,"2",3,"195.15",1
"14405",386,2,"1",1,"195.00",1
"17468",10,5,"3",3,"194.80",1
"17065",637,1,"2",2,"194.70",1
"17475",79,3,"1",1,"194.37",1
"16299",477,1,"1",1,"193.65",1
"14476",257,2,"1",1,"193.00",1
"12522",39,4,"2",3,"192.72",1
"14768",17,5,"2",2,"192.60",1
